,review,sentiment_score
2034,"Overall, I like this place a lot.",1
2493,CONCLUSION: Very filling meals.,1
1012,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,0
818,"The acting, as you'd expect from this cast, is top notch.  ",1
2651,Great place to relax and have an awesome burger and beer.,1
2932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
1575,"I can barely ever hear on it and am constantly saying ""what?""",0
1820,Plan on ordering from them again and again.,1
1237,Authentic leather with nice shine and comfort .I recommend you this case !!,1
845,"Call me a nut, but I think this is one of the best movies ever.  ",1
2105,So we went to Tigerlilly and had a fantastic afternoon!,1
1955,Buttons are too small.,0
439,"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0
2636,Tried to go here for lunch and it was a madhouse.,0
632,I'll give this film 10 out of 10!  ,1
2860,"This place is pretty good, nice little vibe in the restaurant.",1
204,I think that it is a must see older John Wayne film.  ,1
287,The acting was bad.  ,0
193,There were too many close ups.  ,0
688,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0
294,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",1
451,"Not frightening in the least, and barely comprehensible.  ",0
997,"In a word, it is embarrassing.  ",0
83,"Overall, the film is interesting and thought-provoking.  ",1
2359,(The bathroom is just next door and very nice.),1
143,"You can't relate with them, hell you barely can understand them.  ",0
747,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1
2517,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
641,It's a campy sort of film that's a joy to watch.  ,1
308,I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,0
2533,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
2899,"Overall, a great experience.",1
1324,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0
1877,Excellent!.,1
1906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
2123,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0
1111,This phone is slim and light and the display is beautiful.,1
1691,Clear crisp sound.,1
2023,I could care less... The interior is just beautiful.,1
837,) Don't waste your time.  ,0
423,Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,0
1949,I had to purchase a different case.,0
40,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0
1019,It clicks into place in a way that makes you wonder how long that mechanism would last.,0
1030,"This is a simple little phone to use, but the breakage is unacceptible.",0
1893,Bad Reception.,0
149,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
2478,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
1644,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
1524,Works great!.,1
584,Generally; it just lacked imagination.  ,0
1765,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
1251,O my gosh the best phone I have ever had.,1
1681,camera color balance is AWFUL.,0
1767,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
2596,I got home to see the driest damn wings ever!,0
827,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1
1088,Product was excellent and works better than the verizon one and Boy was it cheaper!,1
1312,Also its slim enough to fit into my alarm clock docking station without removing the case.,1
2824,Awful service.,0
662,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1
1280,"Good product, good seller.",1
2903,"And the drinks are WEAK, people!",0
1040,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",1
2830,Do yourself a favor and stay away from this dish.,0
2243,"(It wasn't busy either) Also, the building was FREEZING cold.",0
2240,Horrible - don't waste your time and money.,0
440,Both do good jobs and are quite amusing.  ,1
1502,Defective crap.,0
678,This is an excellent film.  ,1
408,It really created a unique feeling though.  ,1
214,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1
429,"Oh yeah, and the storyline was pathetic too.  ",0
1236,best bluetooth on the market.,1
1751,disappointing.,0
849,It's like a bad two hour TV movie.  ,0
504,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1
616,My rating: just 3 out of 10.  ,0
702,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0
2205,Very good lunch spot.,1
103,"It was too predictable, even for a chick flick.  ",0
2291,Just don't know why they were so slow.,0
2820,But I definitely would not eat here again.,0
430,I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,0
2286,Things that went wrong: - They burned the saganaki.,0
1043,I only hear garbage for audio.,0
557,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0
229,"I was totally fascinated by the music, the dancing... everything.  ",1
540,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
2110,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1977,":-)Oh, the charger seems to work fine.",1
2883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
1112,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1
2727,A FLY was in my apple juice.. A FLY!!!!!!!!,0
1991,Painful on the ear.,0
2429,These are the nicest restaurant owners I've ever come across.,1
2960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
2627,Any grandmother can make a roasted chicken better than this one.,0
505,About ten minutes into this film I started having second thoughts.  ,0
809,Cinematography: The film was shot in an interesting way.  ,1
386,"After watching this film, I wanted to learn more about the works of this artist.  ",1
1296,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1
1164,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0
141,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0
2148,I give it 2 thumbs down,0
1116,i got this phone around the end of may and i'm completely unhappy with it.,0
1194,Not impressed.,0
1647,Great phone.,1
68,This movie totally grates on my nerves.  ,0
272,Everything about this film is simply incredible.  ,1
697,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0
2905,"Also, I feel like the chips are bought, not made in house.",0
355,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1
1861,It was a waste of my money.,0
1577,That company is a joke.,0
781,The Foreigner is not worth one second of your time.  ,0
2162,"Their menu is diverse, and reasonably priced.",1
2157,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1
100,I don't think you will be disappointed.  ,1
2249,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
400,A good commentary of today's love and undoubtedly a film worth seeing.  ,1
2620,I had the chicken Pho and it tasted very bland.,0
2379,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
2741,It was way over fried.,0
116,And generally the lines and plot is weaker than the average episode.  ,0
1954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
1757,The nano stated it.My son was dissapointed.,0
1060,Essentially you can forget Microsoft's tech support.,0
598,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0
1490,This PDA rocks.,1
2006,Honeslty it didn't taste THAT fresh.),0
2026,- They never brought a salad we asked for.,0
613,Go watch it!  ,1
1998,The only thing that disappoint me is the infra red port (irda).,0
1778,This is a great deal.,1
748,"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1
222,Mishima is extremely uninteresting.  ,0
292,An AMAZING finale to possibly the BEST trilogy of all time!  ,1
425,"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
948,Think of the film being like a dream.  ,1
2617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
1848,Not good enough for the price.,0
2582,"If you look for authentic Thai food, go else where.",0
1379,Soyo technology sucks.,0
1660,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
474,"I was very uneasy with how bad this movie was, but not scared at all.  ",0
81,This if the first movie I've given a 10 to in years.  ,1
2274,The chefs were friendly and did a good job.,1
418,& That movie was bad.  ,0
562,The lighting is awful.  ,0
1068,Great for iPODs too.,1
1122,Iam very pleased with my purchase.,1
1963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1
1261,Only had this a month but it's worked flawlessly so far.,1
255,That was nice.  ,1
1330,VERY comfortable.,1
2284,I would definitely recommend the wings as well as the pizza.,1
729,The movie is full of wonderful dancing (hence the title!  ,1
236,"The worst, sappiest dialogue... I could go on and on.  ",0
2463,The manager was the worst.,0
1973,Lousy product.,0
2678,It's a great place and I highly recommend it.,1
1292,Excellent Phone.,1
1420,Price is good too.,1
2394,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
944,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
1837,I don't like this Nokia either.,0
2146,"The menu is always changing, food quality is going down & service is extremely slow.",0
1916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
1872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
2248,The lighting is just dark enough to set the mood.,1
1553,"The seller is very understanding and patient, I would definitely buy from them again.",1
766,And it was boring.  ,0
1221,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0
991,Fans of the genre will be in heaven.  ,1
1637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
1587,Also difficult to put on.I'd recommend avoiding this product.,0
1458,Very well made and fits my Surefire GX2 perfectly.,1
454,"I wasn't expecting Oscar material, but this?  ",0
516,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0
2946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
2661,"Very convenient, since we were staying at the MGM!",1
732,") a happy, wonderful, feel good ending!  ",1
495,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1
1834,"However, the ear pads come off easily and after only one week I lost one.",0
1062,These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.,1
390,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1
2959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
2175,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0
1646,Phone is sturdy as all nokia bar phones are.,1
2863,I love their fries and their beans.,1
1875,This is by far the worst purchase I've made on Amazon.,0
2893,Worst Thai ever.,0
1184,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
2522,"A greasy, unhealthy meal.",0
1752,Blue Ant is easy to use.,1
850,Now imagine that every single one of those decisions was made wrong.  ,0
1842,Terrible.. My car will not accept this cassette.,0
840,This was one of the worst films i have ever seen.  ,0
2656,Hands down my favorite Italian restaurant!,1
56,"Excellent cast, story line, performances.  ",1
959,I have recommended it to friends.  ,1
266,Thanks good a movie like this was done and released.  ,1
1749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
1061,"I really recommend this faceplates since it looks very nice, elegant and cool.",1
2922,"Every time I eat here, I see caring teamwork to a professional degree.",1
2823,The crêpe was delicate and thin and moist.,1
2235,"If it were possible to give them zero stars, they'd have it.",0
2672,As a sushi lover avoid this place by all means.,0
432,In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0
2108,Will go back next trip out.,1
1309,They do not care about the consumer one bit.,0
765,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1
2663,Both great!,1
2498,Their monster chicken fried steak and eggs is my all time favorite.,1
575,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0
2579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
2814,I love this place.,1
57,Totally believable.  ,1
1764,wont work right or atleast for me.,0
106,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1
2298,Never again will I be dining at this place!,0
1205,"great headset, very impressed - H500.",1
1989,The text messaging feature is really tricky to use.,0
1974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
1556,Great product for the price!.,1
1055,Everything about it is fine and reasonable for the price i.e.,1
2288,This place is amazing!,1
2665,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
1873,My sister has one also and she loves it.,1
1295,This is hands down the best phone I've ever had.,1
2479,I LOVED it!,1
326,It is not just a cult... it is a cult CLASSIC.  ,1
2075,The scallop dish is quite appalling for value as well.,0
2994,I can't tell you how disappointed I was.,0
104,Too politically correct.  ,0
2518,"Anyway, I do not think i will go back there.",0
768,PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1
2591,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
2659,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
2676,I can't wait to go back.,1
1812,Battery charge-life is quite long.,1
1199,"useless phone, simply deaf.",0
2886,The service was extremely slow.,0
122,The music in the film is really nice too.  ,1
2038,My first visit to Hiro was a delight!,1
2559,I *heart* this place.,1
191,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1
1177,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0
431,I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0
1962,Also makes it easier to hold on to.,1
1214,fast service.,1
1995,The screen does get smudged easily because it touches your ear and face.,0
358,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1
1980,Echo Problem....Very unsatisfactory,0
115,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0
1278,"Best of all is the rotating feature, very helpful.",1
2710,"That said, our mouths and bellies were still quite pleased.",1
2382,The service was outshining & I definitely recommend the Halibut.,1
2832,No one at the table thought the food was above average or worth the wait that we had for it.,0
1847,Very unreliable service from T-mobile !,0
1054,I love this thing!,1
1734,We have tried 2 units and they both failed within 2 months.. Pros,0
2053,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1376,Protects the phone on all sides.,1
2013,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1
911,This is not movie-making.  ,0
2371,They dropped more than the ball.,0
2948,This place is horrible and way overpriced.,0
2834,They were excellent.,1
1600,Their Research and Development division obviously knows what they're doing.,1
1539,none of the new ones have ever quite worked properly.,0
2019,did not like at all.,0
1702,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1
1634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
1010,And the sound quality is great.,1
2015,I was shocked because no signs indicate cash only.,0
327,Which has more depth and character than the man underneath it.  ,0
527,And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0
1149,"After 3 months, screen just went black all of a sudden.",0
900,"Otherwise, don't even waste your time on this.  ",0
1151,"Audio Quality is poor, very poor.",0
2628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
233,"Woa, talk about awful.  ",0
2133,The management is rude.,0
2393,We walked away stuffed and happy about our first Vegas buffet experience.,1
1828,Doesn't Work.,0
726,It will drive you barking mad!  ,0
2607,I just wanted to leave.,0
480,The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0
599,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0
1558,Virgin Wireless rocks and so does this cheap little phone!,1
1301,Now I know that I made a wise decision.,1
1468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0
874,What the hell kind of crap is that?!  ,0
2135,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1157,This item is fantastic and works perfectly!,1
2654,The patio seating was very comfortable.,1
2428,"Strike 2, who wants to be rushed.",0
63,I enjoyed reading this book to my children when they were little.  ,1
270,"It is an excellent drama, an excellent thriller, and an excellent film.  ",1
2113,"Nice, spicy and tender.",1
529,(very serious spoilers) this movie was a huge disappointment.  ,0
2008,The fries were great too.,1
743,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1
1192,Lately they have been extremely nice and helpful on the phone.,1
2986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
835,It's very slow.  ,0
1805,Does Not Work.,0
1606,"Overall, I would recommend this phone over the new Walkman.",1
2215,Waitress was good though!,1
2978,I vomited in the bathroom mid lunch.,0
2224,"It was either too cold, not enough flavor or just bad.",0
2449,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
2961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
782,"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1
1884,"I am pairing this with my iphone, and I could not be happier with it so far.",1
2149,We watched our waiter pay a lot more attention to other tables and ignore us.,0
1526,"horrible, had to switch 3 times.",0
2570,Eew... This location needs a complete overhaul.,0
2807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
2881,"The service was terrible, food was mediocre.",0
2815,I can say that the desserts were yummy.,1
401,"For people who are first timers in film making, I think they did an excellent job!!  ",1
931,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
886,Avoid at any and all costs.  ,0
543,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1
1059,The buttons for on and off are bad.,0
1867,"Nice case, feels good in your hands.",1
2096,Will be back again!,1
756,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1
1766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
2381,They have great dinners.,1
2088,Omelets are to die for!,1
957,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1
307,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1
2334,I love this place.,1
847,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",0
2838,Food is way overpriced and portions are fucking small.,0
998,Exceptionally bad!  ,0
280,"It was forced, like everything in this movie.  ",0
25,This short film certainly pulls no punches.  ,0
2210,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0
2425,No complaints!,1
2197,I've never been more insulted or felt disrespected.,0
445,"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
1471,The update procedure is difficult and cumbersome.,0
2865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
2398,Service is perfect and the family atmosphere is nice to see.,1
2939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
658,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1
497,"I found this move beautiful, enjoyable, and uplifting.  ",1
79,"He is an amazing film artist, one of the most important whoever lived.  ",1
410,A world better than 95% of the garbage in the theatres today.  ,1
1881,Having trouble with volume.,0
754,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1
180,The lead man is charisma-free.  ,0
2790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
1065,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0
2594,It was a pale color instead of nice and char and has NO flavor.,0
392,"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1
1545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1
2541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
2990,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
231,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0
2818,It kept getting worse and worse so now I'm officially done.,0
856,"It's dumb and pointless, and a complete waste of time.  ",0
2880,I found a six inch long piece of wire in my salsa.,0
634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0
1507,The holster that arrived did not match the photo in the ad.,0
428,"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0
990,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
651,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1
1968,This company charge me a restocking fee and still not given me my refund back.,0
925,Not easy to watch.  ,0
615,VERY funny!  ,1
301,10 out of 10 for both the movie and trilogy.  ,1
2908,We won't be returning.,0
846,Great character actors Telly Savalas and Peter Boyle.  ,1
2662,The owners are super friendly and the staff is courteous.,1
1230,The battery is completely useless to me.,0
9,Loved the casting of Jimmy Buffet as the science teacher.  ,1
2338,"OMG, the food was delicioso!",1
568,"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0
2936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
2214,Extremely Tasty!,1
1939,"I like the fact that it rests lightly against your ear, rather than inside.",1
549,"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
2732,Nicest Chinese restaurant I've been in a while.,1
2435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
2587,I hate those things as much as cheap quality black olives.,0
1036,It has kept up very well.,1
828,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1
772,"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1
2577,Service was good and the company was better!,1
494,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1
1041,I was not impressed by this product.,0
2523,first time there and might just be the last.,0
2794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
749,I guess I liked the details of his dysfunction--he was believable.  ,1
1712,Poor quality.,0
257,It was so funny.  ,1
2356,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
1435,Warning - Stay away.,0
2777,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
1547,Trying to make a call on these is an exercise in frustration.,0
1612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
166,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
35,"As they say in Canada, This is the fun game, aye.  ",1
1241,the phone was unusable and was not new.,0
2951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
2848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
2855,My fella got the huevos rancheros and they didn't look too appealing.,0
703,"The results, well, are a shame.  ",0
1176,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1
2077,The sweet potato fries were very good and seasoned well.,1
1173,The iGo chargers and tips are really great.,1
1978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
1584,Better than expected.,1
397,"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",0
2473,Don't waste your time here.,0
1645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
2117,I've had better atmosphere.,0
284,When I saw it in the theater I thought I was going to be sick.  ,0
1013,Very good quality though,1
2241,Now this dish was quite flavourful.,1
2841,The food came out at a good pace.,1
1409,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0
1346,Reception is terrible and full of static.,0
2102,"Best Buffet in town, for the price you cannot beat it.",1
2992,A lady at the table next to us found a live green caterpillar In her salad.,0
1193,I have had problems wit hit dropping signal and more.,0
1742,It dit not work most of the time with my Nokia 5320.,0
2081,walked in and the place smelled like an old grease trap and only 2 others there eating.,0
1380,Great Hands Free Device.,1
1118,It has been a winner for us.,1
2942,very slow at seating even with reservation.,0
1550,"I love the camera, it's really pretty good quality.",1
2111,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
393,Having to humour him just to get by and get through the day was so apt.  ,1
2292,"The staff is great, the food is delish, and they have an incredible beer selection.",1
199,The film is way too long.  ,0
1480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1
2294,I didn't know pulled pork could be soooo delicious.,1
2996,Appetite instantly gone.,0
2746,An extensive menu provides lots of options for breakfast.,1
1133,!I definitly recommend!!,1
396,The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0
375,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
1049,Disappointed with battery.,0
1563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
2681,Your staff spends more time talking to themselves than me.,0
619,Don't miss it.  ,1
2679,Service was slow and not attentive.,0
2404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
2072,The service was meh.,0
1950,It is a joy to use.,1
2470,"Very good, though!",1
349,The guy who said he's had better dialogue with his potted plants has it right.  ,0
482,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1
2030,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1
2082,The turkey and roast beef were bland.,0
898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",1
1552,Its a total package.,1
305,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",1
968,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1
1268,Don't waste your money!.,0
39,This was a flick doomed from its conception.  ,0
1756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
1119,)Setup couldn't have been simpler.,1
979,It is a very well acted and done TV Movie.  ,1
2718,"After one bite, I was hooked.",1
2849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
1464,poor voice clarity.,0
1207,I've had this for nearly 2 years and it has worked great for me.,1
1711,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
1405,I especially love the long battery life.,1
1676,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
2839,I recently tried Caballero's and I have been back every week since!,1
2325,The black eyed peas and sweet potatoes... UNREAL!,1
1317,This is definitely a must have if your state does not allow cell phone usage while driving.,1
723,"It's an empty, hollow shell of a movie.  ",0
2091,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
2564,Generous portions and great taste.,1
